record_id,area,disease,date,cases
REC_07139,Kothrud,Diarrhea,2025-12-14,1
REC_07140,Kalyani Nagar,Diarrhea,2025-12-03,5
REC_07141,Kalyani Nagar,Diarrhea,2026-01-12,5
REC_07142,Kalyani Nagar,Diarrhea,2026-02-02,0
REC_07143,Kalyani Nagar,Diarrhea,2026-02-16,1
REC_07144,Kalyani Nagar,Diarrhea,2026-02-25,1
REC_07145,Baner,Malaria,2025-12-30,2
REC_07146,Shivajinagar,Typhoid,2025-12-19,2
REC_07147,Koregaon Park,Diarrhea,2025-12-09,4
REC_07148,Shivajinagar,Typhoid,2025-12-10,4
REC_07149,Koregaon Park,Diarrhea,2026-02-19,4
REC_07150,Wakad,Dengue,2025-12-27,3
REC_07151,Kothrud,Diarrhea,2026-01-06,3
REC_07152,Hingne Khurd,Malaria,2026-02-17,5
REC_07153,Baner,Diarrhea,2025-12-23,5
REC_07154,Kothrud,Diarrhea,2026-01-07,0
REC_07155,Baner,Typhoid,2026-01-19,3
REC_07156,Koregaon Park,Diarrhea,2026-02-13,5
REC_07157,Shivajinagar,Diarrhea,2026-01-18,3
REC_07158,Kalyani Nagar,Dengue,2025-12-06,4
REC_07159,Wakad,Cholera,2026-02-18,3
REC_07160,Wakad,Typhoid,2026-02-05,6
REC_07161,Viman Nagar,Diarrhea,2026-01-21,1
REC_07162,Hingne Khurd,Malaria,2026-01-05,5
REC_07163,Wakad,Diarrhea,2026-02-20,3
REC_07164,Kalyani Nagar,Dengue,2026-01-22,2
REC_07165,Shivajinagar,Diarrhea,2026-02-27,6
REC_07166,Hingne Khurd,Dengue,2026-01-23,6
REC_07167,Koregaon Park,Diarrhea,2026-02-12,2
REC_07168,Kothrud,Diarrhea,2025-12-30,4
REC_07169,Koregaon Park,Malaria,2026-02-02,0
REC_07170,Kalyani Nagar,Diarrhea,2026-02-26,2
REC_07171,Kalyani Nagar,Typhoid,2026-01-27,1
REC_07172,Wakad,Dengue,2026-01-15,4
REC_07173,Hingne Khurd,Diarrhea,2026-01-17,1
REC_07174,Shivajinagar,Dengue,2025-12-17,1
REC_07175,Koregaon Park,Dengue,2025-12-02,1
REC_07176,Viman Nagar,Dengue,2025-12-17,2
REC_07177,Koregaon Park,Diarrhea,2026-01-26,3
REC_07178,Baner,Diarrhea,2026-02-08,1
REC_07179,Baner,Typhoid,2026-02-18,6
REC_07180,Shivajinagar,Diarrhea,2025-12-24,5
REC_07181,Shivajinagar,Dengue,2025-12-17,1
REC_07182,Baner,Diarrhea,2026-01-20,1
REC_07183,Viman Nagar,Dengue,2026-01-11,2
REC_07184,Hingne Khurd,Diarrhea,2026-02-04,3
REC_07185,Baner,Dengue,2026-02-26,3
REC_07186,Shivajinagar,Malaria,2025-12-06,3
REC_07187,Wakad,Diarrhea,2026-02-11,2
REC_07188,Kothrud,Cholera,2026-01-12,5
REC_07189,Viman Nagar,Malaria,2026-01-12,1
REC_07190,Kalyani Nagar,Typhoid,2026-01-19,1
REC_07191,Viman Nagar,Dengue,2026-02-20,6
REC_07192,Wakad,Typhoid,2026-02-16,1
REC_07193,Wakad,Diarrhea,2026-02-22,4
REC_07194,Kalyani Nagar,Dengue,2025-12-20,2
REC_07195,Koregaon Park,Malaria,2026-01-05,5
REC_07196,Shivajinagar,Dengue,2025-12-27,3
REC_07197,Baner,Malaria,2025-12-31,3
REC_07198,Koregaon Park,Dengue,2026-01-25,4
REC_07199,Hingne Khurd,Diarrhea,2026-01-09,4
REC_07200,Viman Nagar,Cholera,2026-01-22,0
REC_07201,Kalyani Nagar,Dengue,2025-12-26,6
REC_07202,Viman Nagar,Diarrhea,2026-02-24,2
REC_07203,Koregaon Park,Diarrhea,2026-02-11,1
REC_07204,Wakad,Cholera,2026-01-08,3
REC_07205,Baner,Diarrhea,2026-01-09,3
REC_07206,Viman Nagar,Diarrhea,2026-02-07,2
REC_07207,Hingne Khurd,Diarrhea,2025-12-23,3
REC_07208,Wakad,Dengue,2025-12-17,0
REC_07209,Hingne Khurd,Dengue,2026-02-11,2
REC_07210,Baner,Diarrhea,2026-01-24,1
REC_07211,Viman Nagar,Dengue,2025-12-14,4
REC_07212,Kothrud,Diarrhea,2026-02-09,3
REC_07213,Koregaon Park,Malaria,2026-01-03,6
REC_07214,Viman Nagar,Diarrhea,2025-12-26,3
REC_07215,Koregaon Park,Dengue,2026-02-26,3
REC_07216,Baner,Cholera,2025-12-02,1
REC_07217,Viman Nagar,Typhoid,2025-12-20,3
REC_07218,Koregaon Park,Dengue,2026-01-07,3
REC_07219,Kalyani Nagar,Malaria,2025-12-31,2
REC_07220,Koregaon Park,Diarrhea,2026-01-18,1
REC_07221,Viman Nagar,Dengue,2026-02-22,6
REC_07222,Shivajinagar,Malaria,2025-12-08,2
REC_07223,Viman Nagar,Dengue,2026-01-18,2
REC_07224,Viman Nagar,Cholera,2025-11-30,5
REC_07225,Koregaon Park,Typhoid,2025-12-03,4
REC_07226,Hingne Khurd,Diarrhea,2025-12-03,3
REC_07227,Kothrud,Diarrhea,2026-02-27,2
REC_07228,Hingne Khurd,Cholera,2026-01-02,3
REC_07229,Koregaon Park,Cholera,2025-12-26,5
REC_07230,Hingne Khurd,Cholera,2025-12-14,4
REC_07231,Wakad,Dengue,2025-12-31,6
REC_07232,Shivajinagar,Dengue,2026-01-09,1
REC_07233,Hingne Khurd,Diarrhea,2026-02-08,1
REC_07234,Kalyani Nagar,Diarrhea,2026-01-29,2
REC_07235,Baner,Dengue,2026-01-31,3
REC_07236,Kalyani Nagar,Dengue,2026-01-29,2
REC_07237,Baner,Typhoid,2025-12-13,1
REC_07238,Viman Nagar,Typhoid,2025-12-22,1
REC_07239,Wakad,Malaria,2026-02-02,3
REC_07240,Shivajinagar,Typhoid,2025-12-31,2
REC_07241,Kalyani Nagar,Diarrhea,2026-01-09,4
REC_07242,Shivajinagar,Typhoid,2025-12-25,3
REC_07243,Kalyani Nagar,Diarrhea,2026-01-16,3
REC_07244,Viman Nagar,Dengue,2026-02-10,0
REC_07245,Baner,Diarrhea,2025-12-15,4
REC_07246,Kothrud,Diarrhea,2025-12-30,4
REC_07247,Wakad,Diarrhea,2026-02-03,3
REC_07248,Kalyani Nagar,Dengue,2025-12-31,4
REC_07249,Kalyani Nagar,Cholera,2025-12-09,3
REC_07250,Viman Nagar,Dengue,2025-12-24,1
REC_07251,Wakad,Dengue,2026-02-19,1
REC_07252,Baner,Diarrhea,2026-01-13,7
REC_07253,Baner,Diarrhea,2025-12-23,2
REC_07254,Kalyani Nagar,Diarrhea,2025-12-02,6
REC_07255,Kothrud,Diarrhea,2026-01-30,4
REC_07256,Kothrud,Diarrhea,2026-02-16,6
REC_07257,Shivajinagar,Diarrhea,2026-02-04,2
REC_07258,Wakad,Diarrhea,2026-01-23,3
REC_07259,Wakad,Dengue,2025-12-09,1
REC_07260,Baner,Diarrhea,2026-01-23,3
REC_07261,Shivajinagar,Typhoid,2025-12-21,3
REC_07262,Viman Nagar,Dengue,2025-12-13,2
REC_07263,Wakad,Diarrhea,2026-02-10,1
REC_07264,Shivajinagar,Cholera,2026-02-19,2
REC_07265,Shivajinagar,Malaria,2025-12-07,3
REC_07266,Kalyani Nagar,Diarrhea,2025-12-14,5
REC_07267,Baner,Cholera,2025-12-14,3
REC_07268,Shivajinagar,Dengue,2026-01-20,2
REC_07269,Koregaon Park,Dengue,2026-02-07,1
REC_07270,Kothrud,Typhoid,2026-01-22,2
REC_07271,Koregaon Park,Typhoid,2026-02-13,6
REC_07272,Kothrud,Diarrhea,2026-01-10,4
REC_07273,Hingne Khurd,Diarrhea,2025-12-18,0
REC_07274,Baner,Typhoid,2026-01-08,5
REC_07275,Kalyani Nagar,Diarrhea,2026-02-06,3
REC_07276,Viman Nagar,Dengue,2025-12-26,4
REC_07277,Koregaon Park,Dengue,2026-02-11,5
REC_07278,Koregaon Park,Diarrhea,2026-01-11,0
REC_07279,Hingne Khurd,Typhoid,2026-01-20,5
REC_07280,Kothrud,Typhoid,2026-01-14,2
REC_07281,Kalyani Nagar,Cholera,2025-12-13,2
REC_07282,Hingne Khurd,Typhoid,2026-02-01,4
REC_07283,Baner,Diarrhea,2026-01-29,0
REC_07284,Kalyani Nagar,Diarrhea,2026-01-26,4
REC_07285,Baner,Diarrhea,2026-01-17,2
REC_07286,Shivajinagar,Diarrhea,2026-02-16,1
REC_07287,Wakad,Diarrhea,2025-12-28,3
REC_07288,Shivajinagar,Dengue,2025-12-25,6
REC_07289,Baner,Cholera,2025-12-26,5
REC_07290,Koregaon Park,Diarrhea,2026-02-04,3
REC_07291,Kalyani Nagar,Malaria,2026-02-04,1
REC_07292,Kothrud,Diarrhea,2026-01-03,2
REC_07293,Viman Nagar,Diarrhea,2026-01-28,2
REC_07294,Kothrud,Dengue,2026-01-29,3
REC_07295,Kalyani Nagar,Typhoid,2026-02-07,3
REC_07296,Shivajinagar,Dengue,2026-02-15,2
REC_07297,Viman Nagar,Dengue,2026-02-27,2
REC_07298,Kalyani Nagar,Diarrhea,2025-12-02,7
REC_07299,Baner,Diarrhea,2026-01-01,3
REC_07300,Koregaon Park,Cholera,2026-01-10,3
REC_07301,Kothrud,Typhoid,2025-12-12,6
REC_07302,Baner,Cholera,2025-12-28,2
REC_07303,Viman Nagar,Dengue,2025-12-08,5
REC_07304,Viman Nagar,Dengue,2025-12-31,3
REC_07305,Kothrud,Diarrhea,2025-12-21,4
REC_07306,Baner,Dengue,2026-02-23,4
REC_07307,Hingne Khurd,Typhoid,2026-01-26,1
REC_07308,Baner,Diarrhea,2026-01-25,0
REC_07309,Viman Nagar,Cholera,2025-12-09,6
REC_07310,Baner,Dengue,2025-12-24,3
REC_07311,Koregaon Park,Diarrhea,2026-01-30,1
REC_07312,Kalyani Nagar,Diarrhea,2026-01-31,1
REC_07313,Shivajinagar,Dengue,2026-02-13,3
REC_07314,Koregaon Park,Diarrhea,2025-12-02,5
REC_07315,Hingne Khurd,Diarrhea,2026-02-20,4
REC_07316,Wakad,Diarrhea,2026-01-15,3
REC_07317,Kalyani Nagar,Malaria,2026-01-23,2
REC_07318,Shivajinagar,Dengue,2025-12-25,1
REC_07319,Wakad,Diarrhea,2025-12-12,3
REC_07320,Kothrud,Malaria,2025-12-06,7
REC_07321,Wakad,Dengue,2026-01-02,2
REC_07322,Kalyani Nagar,Malaria,2025-12-21,5
REC_07323,Baner,Dengue,2026-02-21,3
REC_07324,Kalyani Nagar,Malaria,2025-12-22,1
REC_07325,Koregaon Park,Dengue,2026-01-16,4
REC_07326,Wakad,Diarrhea,2025-12-13,1
REC_07327,Viman Nagar,Diarrhea,2026-02-24,3
REC_07328,Shivajinagar,Diarrhea,2026-01-20,2
REC_07329,Shivajinagar,Typhoid,2026-02-20,0
REC_07330,Wakad,Diarrhea,2026-01-07,5
REC_07331,Shivajinagar,Diarrhea,2026-01-09,2
REC_07332,Viman Nagar,Typhoid,2026-01-04,2
REC_07333,Kalyani Nagar,Diarrhea,2025-12-05,6
REC_07334,Shivajinagar,Diarrhea,2025-12-22,4
REC_07335,Wakad,Diarrhea,2025-12-09,0
REC_07336,Hingne Khurd,Diarrhea,2026-02-22,2
REC_07337,Hingne Khurd,Diarrhea,2026-01-28,2
REC_07338,Kothrud,Dengue,2025-12-29,1
REC_07339,Koregaon Park,Malaria,2026-02-07,1
REC_07340,Shivajinagar,Dengue,2025-12-04,11
REC_07341,Koregaon Park,Malaria,2026-02-16,3
REC_07342,Kalyani Nagar,Dengue,2026-01-25,5
REC_07343,Wakad,Diarrhea,2026-01-11,3
REC_07344,Shivajinagar,Diarrhea,2026-01-20,5
REC_07345,Baner,Diarrhea,2026-02-26,3
REC_07346,Viman Nagar,Malaria,2026-02-14,4
REC_07347,Shivajinagar,Cholera,2025-12-05,5
REC_07348,Shivajinagar,Diarrhea,2025-12-01,4
REC_07349,Koregaon Park,Malaria,2025-12-16,2
REC_07350,Koregaon Park,Typhoid,2026-02-25,4
REC_07351,Hingne Khurd,Diarrhea,2025-12-11,7
REC_07352,Viman Nagar,Diarrhea,2026-01-12,3
REC_07353,Wakad,Dengue,2026-01-22,3
REC_07354,Shivajinagar,Diarrhea,2026-02-15,3
REC_07355,Hingne Khurd,Typhoid,2025-12-06,1
REC_07356,Koregaon Park,Diarrhea,2026-02-27,1
REC_07357,Kothrud,Diarrhea,2025-12-31,10
REC_07358,Viman Nagar,Diarrhea,2025-12-28,1
REC_07359,Hingne Khurd,Typhoid,2026-01-14,2
REC_07360,Hingne Khurd,Dengue,2026-02-10,4
REC_07361,Kalyani Nagar,Diarrhea,2026-02-15,3
REC_07362,Hingne Khurd,Dengue,2026-01-21,1
REC_07363,Kalyani Nagar,Diarrhea,2026-02-18,2
REC_07364,Shivajinagar,Diarrhea,2025-12-24,3
REC_07365,Shivajinagar,Dengue,2026-01-21,6
REC_07366,Koregaon Park,Diarrhea,2025-12-28,3
REC_07367,Kothrud,Diarrhea,2026-02-19,7
REC_07368,Baner,Dengue,2026-02-20,6
REC_07369,Baner,Diarrhea,2026-02-18,1
REC_07370,Baner,Dengue,2025-12-05,3
REC_07371,Koregaon Park,Diarrhea,2026-02-13,4
REC_07372,Kalyani Nagar,Malaria,2026-01-06,3
REC_07373,Koregaon Park,Diarrhea,2025-12-02,4
REC_07374,Viman Nagar,Diarrhea,2026-01-03,3
REC_07375,Viman Nagar,Diarrhea,2026-01-23,3
REC_07376,Kothrud,Dengue,2026-01-15,3
REC_07377,Viman Nagar,Cholera,2026-01-01,3
REC_07378,Baner,Diarrhea,2025-12-02,5
REC_07379,Baner,Dengue,2026-02-06,4
REC_07380,Koregaon Park,Typhoid,2026-01-27,4
REC_07381,Hingne Khurd,Dengue,2026-02-15,4
REC_07382,Viman Nagar,Diarrhea,2025-12-17,2
REC_07383,Koregaon Park,Diarrhea,2026-02-14,2
REC_07384,Shivajinagar,Diarrhea,2026-02-03,1
REC_07385,Shivajinagar,Typhoid,2025-12-24,3
REC_07386,Hingne Khurd,Diarrhea,2025-12-19,7
REC_07387,Hingne Khurd,Dengue,2026-02-08,1
REC_07388,Hingne Khurd,Cholera,2026-02-12,5
REC_07389,Koregaon Park,Cholera,2026-02-06,0
REC_07390,Shivajinagar,Diarrhea,2025-12-28,1
REC_07391,Baner,Diarrhea,2025-12-17,1
REC_07392,Hingne Khurd,Dengue,2026-02-09,5
REC_07393,Kothrud,Diarrhea,2025-12-26,7
REC_07394,Kalyani Nagar,Dengue,2026-01-10,4
REC_07395,Koregaon Park,Dengue,2026-02-03,3
REC_07396,Hingne Khurd,Diarrhea,2025-12-25,2
REC_07397,Kalyani Nagar,Dengue,2025-12-22,3
REC_07398,Wakad,Dengue,2025-12-04,2
REC_07399,Hingne Khurd,Diarrhea,2026-02-17,2
REC_07400,Shivajinagar,Dengue,2025-12-10,2
REC_07401,Viman Nagar,Dengue,2025-12-18,2
REC_07402,Hingne Khurd,Dengue,2026-02-17,1
REC_07403,Koregaon Park,Dengue,2025-12-11,3
REC_07404,Viman Nagar,Diarrhea,2025-12-01,3
REC_07405,Wakad,Typhoid,2026-01-11,7
REC_07406,Kothrud,Diarrhea,2025-12-21,3
REC_07407,Viman Nagar,Diarrhea,2025-12-25,5
REC_07408,Kalyani Nagar,Dengue,2026-01-01,4
REC_07409,Baner,Dengue,2025-12-23,5
REC_07410,Hingne Khurd,Dengue,2026-02-06,5
REC_07411,Wakad,Diarrhea,2025-12-20,6
REC_07412,Wakad,Diarrhea,2026-01-14,1
REC_07413,Viman Nagar,Diarrhea,2025-12-17,2
REC_07414,Kothrud,Malaria,2025-12-04,3
REC_07415,Shivajinagar,Dengue,2025-12-07,3
REC_07416,Hingne Khurd,Diarrhea,2026-02-22,0
REC_07417,Wakad,Malaria,2026-01-25,1
REC_07418,Kothrud,Diarrhea,2025-12-04,5
REC_07419,Baner,Diarrhea,2025-12-12,3
REC_07420,Wakad,Diarrhea,2026-02-20,5
REC_07421,Kothrud,Cholera,2026-02-03,3
REC_07422,Koregaon Park,Cholera,2026-01-05,2
REC_07423,Shivajinagar,Diarrhea,2026-02-27,6
REC_07424,Shivajinagar,Diarrhea,2025-12-28,5
REC_07425,Wakad,Dengue,2026-02-06,0
REC_07426,Kalyani Nagar,Cholera,2025-12-31,2
REC_07427,Wakad,Diarrhea,2026-01-16,4
REC_07428,Viman Nagar,Dengue,2025-12-01,0
REC_07429,Hingne Khurd,Diarrhea,2026-02-06,3
REC_07430,Kothrud,Dengue,2026-01-19,1
REC_07431,Wakad,Diarrhea,2026-01-03,1
REC_07432,Hingne Khurd,Diarrhea,2026-02-20,1
REC_07433,Viman Nagar,Malaria,2025-12-14,2
REC_07434,Koregaon Park,Dengue,2026-02-09,6
REC_07435,Koregaon Park,Cholera,2026-02-02,4
REC_07436,Hingne Khurd,Diarrhea,2026-01-06,1
REC_07437,Wakad,Typhoid,2026-02-23,3
REC_07438,Shivajinagar,Malaria,2025-12-16,3
REC_07439,Kothrud,Diarrhea,2026-02-17,6
REC_07440,Kothrud,Diarrhea,2026-01-13,0
REC_07441,Koregaon Park,Dengue,2025-11-30,3
REC_07442,Koregaon Park,Dengue,2025-12-02,1
REC_07443,Shivajinagar,Malaria,2026-02-07,3
REC_07444,Kalyani Nagar,Dengue,2026-01-20,2
REC_07445,Wakad,Cholera,2026-01-21,6
REC_07446,Koregaon Park,Dengue,2025-12-02,3
REC_07447,Koregaon Park,Diarrhea,2026-01-15,2
REC_07448,Koregaon Park,Diarrhea,2026-02-12,4
REC_07449,Kothrud,Malaria,2026-02-23,6
REC_07450,Wakad,Diarrhea,2025-12-05,2
REC_07451,Viman Nagar,Dengue,2026-01-14,2
REC_07452,Wakad,Diarrhea,2026-01-29,2
REC_07453,Hingne Khurd,Malaria,2026-01-11,3
REC_07454,Shivajinagar,Diarrhea,2026-01-24,5
REC_07455,Kalyani Nagar,Diarrhea,2026-02-07,4
REC_07456,Koregaon Park,Typhoid,2025-12-19,0
REC_07457,Koregaon Park,Typhoid,2026-01-15,1
REC_07458,Wakad,Diarrhea,2026-01-22,5
REC_07459,Kalyani Nagar,Malaria,2026-01-09,1
REC_07460,Koregaon Park,Diarrhea,2026-02-12,3
REC_07461,Kalyani Nagar,Diarrhea,2026-02-03,4
REC_07462,Viman Nagar,Typhoid,2025-12-30,1
REC_07463,Baner,Dengue,2026-02-01,2
REC_07464,Shivajinagar,Malaria,2026-02-27,4
REC_07465,Kalyani Nagar,Diarrhea,2026-01-26,5
REC_07466,Kothrud,Diarrhea,2026-01-23,2
REC_07467,Hingne Khurd,Malaria,2026-01-14,4
REC_07468,Kothrud,Diarrhea,2025-12-23,1
REC_07469,Koregaon Park,Diarrhea,2026-02-14,2
REC_07470,Viman Nagar,Cholera,2026-02-26,3
REC_07471,Viman Nagar,Diarrhea,2026-01-05,3
REC_07472,Kothrud,Dengue,2026-01-09,1
REC_07473,Shivajinagar,Dengue,2025-12-24,3
REC_07474,Kothrud,Dengue,2025-12-28,2
REC_07475,Wakad,Diarrhea,2025-12-30,3
REC_07476,Koregaon Park,Diarrhea,2025-12-01,6
REC_07477,Koregaon Park,Dengue,2025-12-11,4
REC_07478,Kothrud,Diarrhea,2025-12-04,4
REC_07479,Hingne Khurd,Diarrhea,2026-01-29,5
REC_07480,Hingne Khurd,Dengue,2026-01-24,2
REC_07481,Koregaon Park,Malaria,2026-02-15,3
REC_07482,Baner,Cholera,2026-02-08,1
REC_07483,Hingne Khurd,Malaria,2026-01-05,2
REC_07484,Kothrud,Diarrhea,2026-01-04,4
REC_07485,Hingne Khurd,Diarrhea,2026-02-11,4
REC_07486,Koregaon Park,Diarrhea,2025-12-28,6
REC_07487,Shivajinagar,Diarrhea,2026-02-17,4
REC_07488,Kalyani Nagar,Diarrhea,2026-01-06,4
REC_07489,Hingne Khurd,Typhoid,2026-02-22,2
REC_07490,Wakad,Cholera,2026-01-09,2
REC_07491,Shivajinagar,Diarrhea,2026-01-01,2
REC_07492,Baner,Dengue,2026-02-18,3
REC_07493,Wakad,Malaria,2025-12-12,7
REC_07494,Kothrud,Diarrhea,2025-12-05,3
REC_07495,Kalyani Nagar,Diarrhea,2026-02-03,3
REC_07496,Kothrud,Dengue,2025-12-07,4
REC_07497,Kalyani Nagar,Dengue,2026-02-01,2
REC_07498,Kalyani Nagar,Diarrhea,2025-12-08,1
REC_07499,Kothrud,Dengue,2025-12-22,2
REC_07500,Wakad,Diarrhea,2026-02-08,6
REC_07501,Wakad,Diarrhea,2025-12-20,1
REC_07502,Kalyani Nagar,Diarrhea,2025-11-30,1
REC_07503,Wakad,Dengue,2026-01-14,0
REC_07504,Kalyani Nagar,Dengue,2026-01-30,3
REC_07505,Koregaon Park,Dengue,2025-12-01,1
REC_07506,Kalyani Nagar,Dengue,2026-02-12,4
REC_07507,Koregaon Park,Diarrhea,2026-02-19,2
REC_07508,Shivajinagar,Diarrhea,2026-01-12,2
REC_07509,Viman Nagar,Dengue,2026-02-25,2
REC_07510,Shivajinagar,Dengue,2026-02-20,5
REC_07511,Kothrud,Dengue,2025-12-04,3
REC_07512,Viman Nagar,Cholera,2026-01-07,5
REC_07513,Hingne Khurd,Diarrhea,2026-02-03,4
REC_07514,Kothrud,Typhoid,2026-02-18,1
REC_07515,Baner,Typhoid,2026-01-13,3
REC_07516,Shivajinagar,Diarrhea,2026-02-12,0
REC_07517,Wakad,Diarrhea,2025-12-12,2
REC_07518,Shivajinagar,Dengue,2025-12-31,4
REC_07519,Wakad,Diarrhea,2026-01-11,2
REC_07520,Viman Nagar,Dengue,2025-12-07,2
REC_07521,Baner,Typhoid,2026-02-11,5
REC_07522,Viman Nagar,Dengue,2026-02-26,3
REC_07523,Baner,Diarrhea,2026-01-27,2
REC_07524,Shivajinagar,Dengue,2025-12-10,0
REC_07525,Wakad,Typhoid,2025-12-27,4
REC_07526,Viman Nagar,Malaria,2026-01-07,2
REC_07527,Baner,Diarrhea,2025-12-25,7
REC_07528,Kalyani Nagar,Diarrhea,2026-02-09,4
REC_07529,Kothrud,Malaria,2025-12-25,3
REC_07530,Kothrud,Diarrhea,2025-12-31,2
REC_07531,Viman Nagar,Cholera,2026-01-14,1
REC_07532,Wakad,Dengue,2025-12-27,3
REC_07533,Kalyani Nagar,Cholera,2025-12-06,5
REC_07534,Viman Nagar,Diarrhea,2026-01-03,1
REC_07535,Shivajinagar,Typhoid,2026-02-03,6
REC_07536,Baner,Malaria,2025-12-21,1
REC_07537,Koregaon Park,Diarrhea,2025-12-21,0
REC_07538,Shivajinagar,Typhoid,2025-12-02,6
REC_07539,Kothrud,Diarrhea,2026-01-14,4
REC_07540,Baner,Diarrhea,2026-01-18,2
REC_07541,Viman Nagar,Dengue,2025-12-07,5
REC_07542,Shivajinagar,Dengue,2025-12-03,3
REC_07543,Hingne Khurd,Diarrhea,2025-12-14,3
REC_07544,Koregaon Park,Diarrhea,2026-01-12,2
REC_07545,Wakad,Diarrhea,2026-01-07,1
REC_07546,Kalyani Nagar,Dengue,2026-02-13,3
REC_07547,Kalyani Nagar,Diarrhea,2025-12-28,4
REC_07548,Wakad,Malaria,2026-02-10,4
REC_07549,Hingne Khurd,Diarrhea,2026-01-30,6
REC_07550,Kothrud,Typhoid,2026-02-21,1
REC_07551,Baner,Diarrhea,2026-01-02,2
REC_07552,Wakad,Dengue,2025-12-25,2
REC_07553,Hingne Khurd,Typhoid,2026-02-22,6
REC_07554,Viman Nagar,Diarrhea,2026-02-24,3
REC_07555,Koregaon Park,Diarrhea,2025-12-17,4
REC_07556,Kalyani Nagar,Dengue,2026-01-31,3
REC_07557,Koregaon Park,Diarrhea,2026-01-20,3
REC_07558,Hingne Khurd,Dengue,2026-01-22,5
REC_07559,Koregaon Park,Diarrhea,2026-02-25,2
REC_07560,Kothrud,Dengue,2026-01-10,4
REC_07561,Kothrud,Dengue,2026-01-22,3
REC_07562,Shivajinagar,Dengue,2026-01-20,4
REC_07563,Wakad,Dengue,2025-12-12,2
REC_07564,Shivajinagar,Dengue,2025-12-31,3
REC_07565,Koregaon Park,Diarrhea,2026-02-20,0
REC_07566,Kalyani Nagar,Dengue,2026-02-18,5
REC_07567,Hingne Khurd,Diarrhea,2026-02-03,3
REC_07568,Baner,Dengue,2026-02-19,3
REC_07569,Koregaon Park,Cholera,2026-01-26,2
REC_07570,Baner,Cholera,2026-01-07,1
REC_07571,Kothrud,Dengue,2025-12-26,6
REC_07572,Baner,Diarrhea,2026-02-15,2
REC_07573,Baner,Dengue,2026-01-22,5
REC_07574,Kalyani Nagar,Cholera,2026-02-16,5
REC_07575,Baner,Diarrhea,2026-02-09,1
REC_07576,Koregaon Park,Dengue,2026-02-10,7
REC_07577,Hingne Khurd,Malaria,2026-02-22,4
REC_07578,Baner,Dengue,2026-01-11,3
REC_07579,Viman Nagar,Malaria,2026-01-20,6
REC_07580,Baner,Diarrhea,2025-12-13,5
REC_07581,Baner,Diarrhea,2025-12-07,3
REC_07582,Shivajinagar,Malaria,2026-01-03,2
REC_07583,Hingne Khurd,Dengue,2025-12-17,1
REC_07584,Koregaon Park,Dengue,2026-01-23,3
REC_07585,Kothrud,Dengue,2026-02-15,1
REC_07586,Shivajinagar,Typhoid,2026-01-20,2
REC_07587,Koregaon Park,Dengue,2026-02-09,2
REC_07588,Wakad,Diarrhea,2026-01-17,2
REC_07589,Hingne Khurd,Malaria,2025-12-07,2
REC_07590,Viman Nagar,Dengue,2026-01-05,0
REC_07591,Hingne Khurd,Diarrhea,2026-02-03,3
REC_07592,Wakad,Diarrhea,2026-02-18,7
REC_07593,Wakad,Diarrhea,2026-02-14,1
REC_07594,Wakad,Diarrhea,2026-02-15,8
REC_07595,Kalyani Nagar,Diarrhea,2026-01-09,3
REC_07596,Kothrud,Malaria,2026-02-10,5
REC_07597,Baner,Diarrhea,2025-12-26,0
REC_07598,Hingne Khurd,Diarrhea,2025-12-19,7
REC_07599,Koregaon Park,Dengue,2026-01-06,4
REC_07600,Kalyani Nagar,Diarrhea,2025-12-11,4
REC_07601,Koregaon Park,Dengue,2026-01-10,3
REC_07602,Baner,Dengue,2026-02-23,2
REC_07603,Baner,Diarrhea,2026-01-18,3
REC_07604,Viman Nagar,Typhoid,2025-12-30,1
REC_07605,Wakad,Typhoid,2026-02-14,2
REC_07606,Kothrud,Dengue,2026-02-02,5
REC_07607,Viman Nagar,Diarrhea,2026-01-21,2
REC_07608,Shivajinagar,Diarrhea,2026-01-08,2
REC_07609,Kalyani Nagar,Dengue,2026-02-10,5
REC_07610,Kalyani Nagar,Diarrhea,2026-01-07,0
REC_07611,Kothrud,Diarrhea,2025-12-09,3
REC_07612,Baner,Cholera,2025-12-28,1
REC_07613,Koregaon Park,Dengue,2026-01-08,2
REC_07614,Kalyani Nagar,Dengue,2025-12-29,2
REC_07615,Kothrud,Typhoid,2025-12-01,2
REC_07616,Kalyani Nagar,Diarrhea,2026-02-19,2
REC_07617,Kalyani Nagar,Typhoid,2025-12-27,2
REC_07618,Wakad,Dengue,2026-01-15,1
REC_07619,Shivajinagar,Diarrhea,2025-12-31,4
REC_07620,Wakad,Diarrhea,2026-02-25,3
REC_07621,Shivajinagar,Dengue,2026-02-15,1
REC_07622,Kalyani Nagar,Diarrhea,2026-02-26,3
REC_07623,Viman Nagar,Diarrhea,2026-02-26,0
REC_07624,Koregaon Park,Dengue,2025-12-31,1
REC_07625,Baner,Dengue,2025-12-26,2
REC_07626,Kalyani Nagar,Diarrhea,2026-01-22,2
REC_07627,Shivajinagar,Diarrhea,2026-01-24,2
REC_07628,Shivajinagar,Typhoid,2025-12-30,3
REC_07629,Shivajinagar,Malaria,2025-12-23,1
REC_07630,Kalyani Nagar,Dengue,2026-01-03,2
REC_07631,Kothrud,Cholera,2025-12-29,6
REC_07632,Viman Nagar,Cholera,2026-01-23,4
